Gender,Age,Annual Income,Profession,Bought
female,56,28639,Doctor,0
female,47,48451,Business Professional,0
female,53,105888,Freelancer,1
female,65,137274,Teacher,0
male,18,113190,Student,1
female,62,74894,Software Engineer,1
female,66,104888,Freelancer,0
female,53,5215,Freelancer,0
female,51,50698,Freelancer,1
female,49,65296,Freelancer,1
male,41,55141,Business Professional,0
male,66,80578,Gamer,1
female,31,80580,Video Editor,1
male,27,89195,Teacher,0
male,57,37893,Accountant,0
female,18,83390,Software Engineer,1
female,69,44579,Freelancer,0
male,60,91008,Teacher,0
male,18,44489,Accountant,0
female,42,66616,Graphic Designer,1
female,47,105978,Software Engineer,1
female,52,120207,Accountant,0
female,23,10299,Video Editor,1
male,74,57862,Freelancer,1
female,31,26114,Video Editor,1
male,41,115293,Software Engineer,1
male,69,40988,Doctor,0
female,68,104367,Gamer,1
male,72,59257,Gamer,1
female,72,131553,Software Engineer,1
male,37,128580,Freelancer,1
male,53,105380,Graphic Designer,1
male,31,90721,Video Editor,1
female,55,96668,Graphic Designer,0
female,38,115407,Gamer,1
male,42,52632,Graphic Designer,1
male,55,127688,Business Professional,0
female,52,133801,Doctor,0
female,45,136067,Freelancer,1
male,62,65872,Gamer,1
female,37,137884,Video Editor,0
male,19,77996,Teacher,0
male,22,63225,Doctor,1
male,63,128070,Accountant,0
female,38,25192,Software Engineer,1
female,63,16278,Video Editor,0
female,28,25256,Business Professional,0
male,37,61216,Video Editor,1
female,36,76786,Accountant,0
female,68,60824,Gamer,1
male,71,76466,Freelancer,1
male,69,115490,Business Professional,0
female,21,17144,Business Professional,0
male,29,74753,Freelancer,1
male,70,83375,Freelancer,1
female,47,21951,Freelancer,1
female,27,94484,Doctor,0
female,44,104325,Doctor,0
male,74,114391,Video Editor,0
female,29,19214,Freelancer,1
male,36,91170,Teacher,0
female,21,103476,Accountant,0
male,18,82759,Gamer,1
male,63,124400,Freelancer,1
male,69,38210,Video Editor,0
female,39,88836,Teacher,0
male,71,48318,Graphic Designer,1
female,49,85763,Doctor,0
female,38,115141,Graphic Designer,1
male,64,19163,Freelancer,1
female,67,134241,Software Engineer,1
female,38,4418,Student,0
male,74,119989,Graphic Designer,1
male,50,15605,Freelancer,1
female,70,17592,Gamer,1
female,49,101909,Graphic Designer,1
male,49,61394,Business Professional,0
female,75,70633,Business Professional,0
female,74,28271,Teacher,0
female,68,93835,Software Engineer,1
male,63,94856,Software Engineer,1
female,69,137437,Teacher,0
female,72,44614,Graphic Designer,0
male,53,73413,Software Engineer,1
male,56,33314,Teacher,0
female,66,74843,Gamer,1
male,75,24466,Student,0
female,58,5593,Student,0
male,19,46846,Freelancer,1
male,56,47508,Teacher,0
female,32,109775,Video Editor,1
male,57,139650,Video Editor,0
male,48,93121,Doctor,0
male,35,5167,Student,0
male,46,123047,Accountant,0
male,56,114571,Student,0
female,43,70407,Student,0
male,41,121635,Freelancer,1
male,75,39440,Business Professional,0
female,51,34744,Teacher,0
female,24,49443,Graphic Designer,1
male,73,66303,Gamer,1
male,69,139256,Teacher,0
male,41,61706,Gamer,1
female,45,14012,Accountant,0
male,54,124685,Doctor,0
male,21,122683,Software Engineer,1
female,69,54653,Software Engineer,1
female,41,130380,Doctor,0
female,59,132432,Teacher,0
female,55,46012,Gamer,1
male,72,62794,Video Editor,0
female,65,35411,Video Editor,0
male,32,42305,Business Professional,1
male,64,37922,Business Professional,0
female,65,116947,Doctor,0
female,31,8909,Doctor,0
male,74,37572,Freelancer,1
male,41,3526,Graphic Designer,0
female,42,95805,Graphic Designer,1
male,64,121981,Teacher,0
female,32,29622,Software Engineer,1
female,56,107633,Business Professional,0
female,59,39984,Software Engineer,1
female,25,114371,Teacher,0
female,49,27922,Business Professional,0
female,39,134843,Graphic Designer,1
female,30,24132,Teacher,0
female,44,7228,Video Editor,0
female,34,25634,Software Engineer,1
male,35,67714,Teacher,0
female,33,77320,Teacher,0
male,68,13757,Teacher,0
male,65,90109,Freelancer,1
male,47,62624,Graphic Designer,1
male,26,97968,Accountant,0
male,70,97968,Video Editor,0
female,29,115385,Graphic Designer,1
female,70,96766,Student,0
female,64,105289,Teacher,0
female,33,68463,Doctor,0
female,69,82079,Accountant,0
female,48,138782,Doctor,0
female,50,50988,Graphic Designer,1
female,48,48365,Graphic Designer,1
female,65,93956,Accountant,0
male,70,115276,Graphic Designer,1
male,21,84054,Accountant,0
male,27,117546,Student,1
male,32,17348,Freelancer,1
female,54,42310,Video Editor,0
male,33,43930,Teacher,0
male,49,53097,Software Engineer,1
male,75,81370,Business Professional,0
male,46,96891,Teacher,0
female,58,57654,Freelancer,0
male,37,111585,Graphic Designer,1
female,25,69748,Student,0
female,20,107809,Business Professional,0
female,24,33504,Video Editor,1
female,19,55341,Student,0
female,20,85174,Graphic Designer,1
male,55,129694,Video Editor,0
female,64,63252,Student,0
male,29,109679,Software Engineer,1
male,22,91410,Doctor,1
male,32,45813,Business Professional,1
female,44,50224,Freelancer,1
male,56,49044,Business Professional,0
female,29,64477,Gamer,1
male,25,41763,Video Editor,1
female,34,75710,Freelancer,1
male,22,60472,Student,1
male,66,82930,Gamer,1
male,66,3828,Accountant,0
female,26,21270,Teacher,0
male,40,27082,Accountant,0
female,34,115568,Teacher,0
female,56,81914,Student,0
male,58,89638,Software Engineer,1
female,62,33419,Accountant,0
female,73,69610,Accountant,0
male,67,111875,Business Professional,0
female,67,101083,Doctor,0
female,50,105579,Business Professional,0
female,70,32318,Teacher,0
male,65,26542,Freelancer,1
female,60,16200,Teacher,0
female,55,111673,Student,0
female,48,35073,Doctor,0
female,50,84707,Doctor,0
male,49,12997,Teacher,0
female,62,72395,Business Professional,0
male,49,129195,Doctor,0
male,35,72469,Software Engineer,1
male,51,42509,Gamer,1
female,39,6527,Video Editor,0
male,70,139547,Gamer,1
female,64,90245,Business Professional,0
male,48,39415,Gamer,1
male,50,96664,Software Engineer,1
female,62,92728,Graphic Designer,0
male,36,116112,Software Engineer,1
male,22,40931,Doctor,1
male,59,79494,Doctor,0
female,57,128918,Video Editor,0
female,71,96072,Gamer,1
male,19,24252,Freelancer,1
female,68,109286,Business Professional,0
female,58,62115,Gamer,1
male,65,25857,Teacher,0
female,73,42289,Freelancer,0
female,45,13167,Software Engineer,1
male,55,13808,Gamer,1
male,27,121206,Student,1
male,71,103565,Student,0
female,66,108906,Video Editor,0
female,69,67762,Freelancer,0
male,36,45406,Graphic Designer,1
female,40,37547,Video Editor,0
female,21,122029,Doctor,0
male,67,81591,Gamer,1
male,31,7394,Teacher,0
male,64,12707,Freelancer,1
male,62,8146,Doctor,0
female,74,65761,Accountant,0
male,65,99616,Teacher,0
male,20,76270,Software Engineer,1
male,37,56180,Video Editor,1
male,43,75017,Business Professional,0
female,57,118168,Video Editor,0
male,41,90805,Software Engineer,1
female,42,128948,Teacher,0
male,43,5801,Accountant,0
female,69,129263,Gamer,1
male,20,18759,Doctor,1
female,30,103260,Student,0
female,46,57439,Graphic Designer,1
female,22,57896,Teacher,0
female,23,64245,Video Editor,1
male,31,15667,Video Editor,1
male,60,104034,Software Engineer,1
female,74,47541,Accountant,0
female,31,98940,Student,0
male,56,127153,Doctor,0
male,55,78862,Doctor,0
female,27,54905,Student,0
female,39,69396,Student,0
male,61,59154,Graphic Designer,1
female,45,118478,Teacher,0
female,66,38984,Video Editor,0
female,72,20901,Gamer,1
female,35,117751,Business Professional,0
male,23,108998,Gamer,1
male,28,139432,Teacher,0
male,31,128684,Gamer,1
female,65,122976,Teacher,0
female,72,55177,Freelancer,0
male,68,28300,Teacher,0
male,32,98906,Doctor,1
male,46,12187,Graphic Designer,1
female,61,111923,Freelancer,0
female,64,4935,Accountant,0
male,36,108958,Teacher,0
male,60,6010,Gamer,1
male,71,8867,Gamer,1
male,18,72870,Gamer,1
female,57,112199,Student,0
male,50,75463,Graphic Designer,1
male,19,136373,Student,1
male,25,23798,Video Editor,1
female,72,46631,Doctor,0
male,63,56449,Graphic Designer,1
female,57,68986,Business Professional,0
female,22,9943,Graphic Designer,1
male,66,87836,Graphic Designer,1
female,32,114685,Teacher,0
female,66,69563,Teacher,0
female,72,64196,Doctor,0
female,37,133548,Video Editor,0
male,56,3773,Student,0
female,25,43596,Business Professional,0
male,29,89848,Video Editor,1
female,47,127007,Freelancer,1
male,53,75593,Doctor,0
female,27,123743,Video Editor,1
male,38,7255,Student,0
male,37,32589,Doctor,0
female,69,128704,Graphic Designer,0
female,31,31169,Freelancer,1
female,74,76904,Gamer,1
male,36,22199,Software Engineer,1
female,32,86744,Video Editor,1
male,75,18646,Accountant,0
female,52,67051,Video Editor,0
female,65,137852,Gamer,1
male,33,130791,Freelancer,1
female,32,48792,Student,0
female,61,121558,Gamer,1
male,53,83541,Video Editor,1
female,64,107606,Gamer,1
female,53,69977,Software Engineer,1
male,72,29229,Gamer,1
female,25,56329,Accountant,0
female,22,131286,Teacher,0
female,47,134613,Business Professional,0
male,68,77044,Video Editor,0
male,71,87824,Freelancer,1
male,36,138164,Gamer,1
male,45,41898,Doctor,0
female,23,76183,Freelancer,1
female,60,130321,Freelancer,0
female,70,78836,Teacher,0
female,68,77812,Business Professional,0
female,55,55781,Teacher,0
male,22,66216,Gamer,1
female,27,93377,Graphic Designer,1
male,30,97075,Teacher,0
female,34,90245,Graphic Designer,1
female,35,64566,Teacher,0
female,64,127267,Software Engineer,1
female,42,123379,Video Editor,0
male,54,91439,Teacher,0
female,42,42499,Software Engineer,1
female,56,99171,Business Professional,0
female,41,35132,Freelancer,1
female,54,85751,Teacher,0
female,57,67903,Teacher,0
male,36,134365,Teacher,0
male,22,60467,Student,1
male,23,7315,Accountant,0
male,26,51179,Software Engineer,1
male,22,96551,Doctor,1
female,57,39245,Accountant,0
female,50,25225,Gamer,1
male,66,39691,Student,0
male,72,62557,Gamer,1
male,72,91318,Doctor,0
male,38,56189,Student,0
male,22,68308,Student,1
male,26,24180,Video Editor,1
male,41,76639,Business Professional,0
female,58,99731,Student,0
female,49,76954,Business Professional,0
male,52,137941,Teacher,0
male,30,15407,Software Engineer,1
male,63,94963,Doctor,0
female,25,49553,Business Professional,0
male,63,130223,Freelancer,1
male,57,94419,Student,0
female,55,46802,Gamer,1
female,22,37482,Doctor,0
female,68,36209,Teacher,0
male,24,33410,Accountant,0
female,32,38378,Software Engineer,1
male,42,73964,Gamer,1
male,31,11778,Accountant,0
male,56,114292,Video Editor,0
female,22,66129,Teacher,0
male,35,68749,Accountant,0
male,72,113075,Accountant,0
female,23,48490,Accountant,0
male,54,117811,Gamer,1
female,49,110065,Graphic Designer,1
male,68,89620,Software Engineer,1
male,29,83012,Software Engineer,1
female,69,56470,Video Editor,0
female,48,52700,Doctor,0
male,45,10590,Accountant,0
female,39,135714,Student,0
male,41,101941,Doctor,0
female,41,126470,Software Engineer,1
male,75,69492,Video Editor,0
male,36,98411,Graphic Designer,1
female,59,102342,Doctor,0
female,56,8555,Freelancer,0
female,46,12787,Doctor,0
male,25,33723,Software Engineer,1
female,24,63956,Accountant,0
male,38,25383,Gamer,1
male,40,112755,Software Engineer,1
male,26,101764,Doctor,1
female,68,97275,Teacher,0
female,64,27515,Teacher,0
male,39,14573,Video Editor,1
female,25,50149,Business Professional,0
female,71,32230,Freelancer,0
male,60,42397,Graphic Designer,1
male,68,128838,Freelancer,1
female,54,128932,Accountant,0
female,56,59926,Freelancer,0
male,25,126041,Software Engineer,1
male,64,90258,Software Engineer,1
female,40,108825,Gamer,1
female,21,120328,Student,0
male,47,16819,Graphic Designer,1
male,38,55559,Accountant,0
female,24,78705,Accountant,0
male,37,36114,Student,0
male,65,83638,Accountant,0
female,62,9848,Graphic Designer,0
male,35,137790,Gamer,1
female,62,77399,Graphic Designer,0
female,48,66874,Accountant,0
male,60,53481,Student,0
female,56,136075,Student,0
female,30,54400,Doctor,0
male,29,122958,Graphic Designer,1
female,36,63821,Video Editor,0
male,25,12465,Accountant,0
male,67,85735,Video Editor,0
female,27,119056,Teacher,0
male,29,129449,Graphic Designer,1
male,37,77657,Teacher,0
male,47,28309,Video Editor,1
male,75,21924,Doctor,0
male,33,125393,Video Editor,1
male,69,16081,Accountant,0
female,26,85476,Accountant,0
female,65,110660,Video Editor,0
female,39,64570,Freelancer,1
female,33,106862,Student,0
female,39,126677,Gamer,1
female,19,26501,Software Engineer,1
male,26,117701,Doctor,1
female,37,77640,Business Professional,0
female,23,76979,Graphic Designer,1
female,35,129128,Graphic Designer,1
female,26,70884,Student,0
male,27,81706,Software Engineer,1
female,43,86663,Business Professional,0
male,35,67275,Teacher,0
female,27,132207,Gamer,1
male,70,16369,Video Editor,0
female,73,7159,Accountant,0
male,57,136766,Freelancer,1
male,52,68733,Teacher,0
female,74,90554,Freelancer,0
female,47,33116,Software Engineer,1
male,69,130888,Doctor,0
female,30,124992,Teacher,0
female,23,126729,Accountant,0
male,73,26108,Business Professional,0
female,33,36217,Doctor,0
female,60,110678,Freelancer,0
male,24,116873,Business Professional,1
female,51,137527,Video Editor,0
female,35,74802,Video Editor,0
female,62,68759,Freelancer,0
female,25,19338,Software Engineer,1
male,46,84524,Business Professional,0
male,59,14134,Software Engineer,1
female,57,34454,Freelancer,0
female,56,52950,Business Professional,0
female,55,116345,Freelancer,0
male,20,85624,Software Engineer,1
female,31,12069,Doctor,0
male,26,45691,Student,1
female,70,26514,Student,0
female,30,20045,Student,0
female,38,138448,Freelancer,1
female,33,31949,Software Engineer,1
female,24,107821,Doctor,0
male,21,27372,Doctor,1
female,70,108593,Graphic Designer,0
male,69,15979,Video Editor,0
male,55,40596,Doctor,0
male,45,128822,Graphic Designer,1
male,68,51334,Video Editor,0
female,30,61004,Software Engineer,1
female,73,133800,Video Editor,0
female,49,79628,Freelancer,1
male,64,98253,Gamer,1
female,63,39708,Software Engineer,1
female,19,47467,Gamer,1
male,60,19215,Business Professional,0
female,51,86249,Gamer,1
male,67,118777,Doctor,0
female,67,107129,Freelancer,0
male,44,29795,Graphic Designer,1
male,69,95301,Freelancer,1
male,34,77160,Accountant,0
male,41,92512,Accountant,0
female,39,28367,Business Professional,0
female,28,22558,Teacher,0
female,30,32481,Freelancer,1
female,37,19830,Gamer,1
female,53,64470,Freelancer,1
female,31,96640,Business Professional,0
female,46,112516,Accountant,0
female,35,6903,Accountant,0
female,20,68411,Software Engineer,1
male,72,10994,Student,0
male,42,113632,Business Professional,0
male,38,34951,Student,0
female,67,48286,Business Professional,0
male,22,59731,Doctor,1
female,49,13761,Freelancer,1
male,53,56713,Gamer,1
female,37,127527,Gamer,1
male,63,87400,Accountant,0
female,54,77654,Video Editor,0
male,68,93862,Business Professional,0
female,19,101781,Accountant,0
female,66,138108,Software Engineer,1
male,49,4330,Video Editor,0
female,41,114692,Graphic Designer,1
male,60,59504,Freelancer,1
male,66,28980,Student,0
male,51,48305,Student,0
female,61,63406,Accountant,0
female,56,94188,Graphic Designer,0
female,33,10238,Graphic Designer,1
female,75,86735,Video Editor,0
male,49,60570,Business Professional,0
female,75,15849,Software Engineer,1
male,30,98546,Gamer,1
female,56,99617,Student,0
male,74,15679,Student,0
female,41,106036,Student,0
female,56,20880,Graphic Designer,0
male,63,56203,Freelancer,1
female,31,9480,Video Editor,1
male,42,131062,Accountant,0
female,75,138891,Doctor,0
male,34,88341,Video Editor,1
male,41,139322,Video Editor,1
male,27,20079,Teacher,0
male,45,84292,Doctor,0
female,63,62636,Video Editor,0
female,30,28932,Doctor,0
female,32,32006,Doctor,0
male,38,123559,Software Engineer,1
female,66,125007,Freelancer,0
female,74,68880,Doctor,0
female,21,54178,Doctor,0
male,42,75686,Student,0
female,68,82128,Freelancer,0
male,59,52379,Freelancer,1
male,62,67977,Video Editor,0
male,57,76804,Accountant,0
female,32,54547,Freelancer,1
male,65,62848,Graphic Designer,1
female,48,74252,Video Editor,0
male,30,45479,Student,1
male,26,84773,Teacher,0
female,24,16859,Accountant,0
male,56,77818,Freelancer,1
male,20,7971,Software Engineer,1
female,70,8067,Software Engineer,1
female,54,45877,Business Professional,0
male,28,115430,Teacher,0
male,35,107915,Graphic Designer,1
female,30,36206,Accountant,0
male,18,81648,Doctor,1
female,72,56964,Accountant,0
male,38,42446,Business Professional,0
male,28,136185,Student,1
male,37,115648,Accountant,0
male,53,76368,Teacher,0
female,57,6313,Teacher,0
female,54,46346,Video Editor,0
male,28,133032,Video Editor,1
male,19,8394,Gamer,1
female,68,70130,Business Professional,0
male,39,120912,Graphic Designer,1
female,63,58202,Graphic Designer,0
female,63,110911,Freelancer,0
male,63,135933,Video Editor,0
male,47,63167,Teacher,0
male,22,86229,Video Editor,1
female,59,16808,Doctor,0
male,44,55958,Freelancer,1
male,31,79262,Software Engineer,1
male,40,17859,Graphic Designer,1
male,72,85494,Freelancer,1
female,31,101409,Freelancer,1
female,68,57973,Gamer,1
female,64,64175,Gamer,1
female,38,109025,Gamer,1
